Mar. 16, 2025   23:01:20
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp891_r5/2025-03-03-exp916\exp916deposition-2025-03-16t22_58_00-deposition\exp916deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 14.5

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 9.176e-4
2.000e-1, 9.223e-4
3.000e-1, 9.264e-4
4.000e-1, 9.336e-4
5.000e-1, 9.405e-4
6.000e-1, 9.469e-4
7.000e-1, 9.533e-4
8.000e-1, 9.585e-4
9.000e-1, 9.625e-4
1.000e+0, 9.658e-4
1.100e+0, 9.682e-4
1.200e+0, 9.726e-4
1.300e+0, 9.736e-4
1.400e+0, 9.768e-4
1.500e+0, 9.800e-4
1.600e+0, 9.844e-4
1.700e+0, 9.887e-4
1.800e+0, 9.912e-4
1.900e+0, 9.926e-4
2.000e+0, 9.933e-4
2.100e+0, 9.917e-4
2.200e+0, 9.919e-4
2.300e+0, 9.931e-4
2.400e+0, 9.944e-4
2.500e+0, 1.010e-3
2.600e+0, 1.018e-3
2.700e+0, 1.011e-3
2.800e+0, 1.007e-3
2.900e+0, 1.008e-3
3.000e+0, 1.011e-3
3.100e+0, 1.012e-3
3.200e+0, 1.019e-3
3.300e+0, 1.018e-3
3.400e+0, 1.015e-3
3.500e+0, 1.016e-3
3.600e+0, 1.019e-3
3.700e+0, 1.021e-3
3.800e+0, 1.022e-3
3.900e+0, 1.024e-3
4.000e+0, 1.025e-3
4.100e+0, 1.026e-3
4.200e+0, 1.025e-3
4.300e+0, 1.028e-3
4.400e+0, 1.028e-3
4.500e+0, 1.035e-3
4.600e+0, 1.034e-3
4.700e+0, 1.032e-3
4.800e+0, 1.033e-3
4.900e+0, 1.044e-3
5.000e+0, 1.043e-3
5.100e+0, 1.041e-3
5.200e+0, 1.037e-3
5.300e+0, 1.037e-3
5.400e+0, 1.035e-3
5.500e+0, 1.034e-3
5.600e+0, 1.036e-3
5.700e+0, 1.034e-3
5.800e+0, 1.035e-3
5.900e+0, 1.036e-3
6.000e+0, 1.036e-3
6.100e+0, 1.036e-3
6.200e+0, 1.038e-3
6.300e+0, 1.040e-3
6.400e+0, 1.051e-3
6.500e+0, 1.054e-3
6.600e+0, 1.049e-3
6.700e+0, 1.048e-3
6.800e+0, 1.048e-3
6.900e+0, 1.047e-3
7.000e+0, 1.045e-3
7.100e+0, 1.044e-3
7.200e+0, 1.045e-3
7.300e+0, 1.044e-3
7.400e+0, 1.041e-3
7.500e+0, 1.042e-3
7.600e+0, 1.041e-3
7.700e+0, 1.042e-3
7.800e+0, 1.042e-3
7.900e+0, 1.042e-3
8.000e+0, 1.044e-3
8.100e+0, 1.046e-3
8.200e+0, 1.061e-3
8.300e+0, 1.055e-3
8.400e+0, 1.050e-3
8.500e+0, 1.051e-3
8.600e+0, 1.052e-3
8.700e+0, 1.053e-3
8.800e+0, 1.054e-3
8.900e+0, 1.054e-3
9.000e+0, 1.054e-3
9.100e+0, 1.052e-3
9.200e+0, 1.056e-3
9.300e+0, 1.056e-3
9.400e+0, 1.050e-3
9.500e+0, 1.048e-3
9.600e+0, 1.049e-3
9.700e+0, 1.051e-3
9.800e+0, 1.051e-3
9.900e+0, 1.049e-3
1.000e+1, 1.047e-3
1.010e+1, 1.050e-3
1.020e+1, 1.050e-3
1.030e+1, 1.050e-3
1.040e+1, 1.055e-3
1.050e+1, 1.064e-3
1.060e+1, 1.055e-3
1.070e+1, 1.053e-3
1.080e+1, 1.053e-3
1.090e+1, 1.052e-3
1.100e+1, 1.049e-3
1.110e+1, 1.047e-3
1.120e+1, 1.048e-3
1.130e+1, 1.048e-3
1.140e+1, 1.045e-3
1.150e+1, 1.044e-3
1.160e+1, 1.045e-3
1.170e+1, 1.046e-3
1.180e+1, 1.046e-3
1.190e+1, 1.045e-3
1.200e+1, 1.042e-3
1.210e+1, 1.043e-3
1.220e+1, 1.043e-3
1.230e+1, 1.042e-3
1.240e+1, 1.041e-3
1.250e+1, 1.043e-3
1.260e+1, 1.041e-3
1.270e+1, 1.050e-3
1.280e+1, 1.052e-3
1.290e+1, 1.049e-3
1.300e+1, 1.050e-3
1.310e+1, 1.050e-3
1.320e+1, 1.049e-3
1.330e+1, 1.048e-3
1.340e+1, 1.047e-3
1.350e+1, 1.047e-3
1.360e+1, 1.048e-3
1.370e+1, 1.048e-3
1.380e+1, 1.048e-3
1.390e+1, 1.044e-3
1.400e+1, 1.047e-3
1.410e+1, 1.046e-3
1.420e+1, 1.041e-3
1.430e+1, 1.042e-3
1.440e+1, 1.042e-3
1.450e+1, 1.042e-3
1.460e+1, 1.043e-3
1.470e+1, 1.041e-3
1.480e+1, 1.040e-3
1.490e+1, 1.041e-3
1.500e+1, 1.042e-3
1.510e+1, 1.049e-3
1.520e+1, 1.052e-3
1.530e+1, 1.048e-3
1.540e+1, 1.046e-3
1.550e+1, 1.059e-3
1.560e+1, 1.064e-3
1.570e+1, 1.059e-3
1.580e+1, 1.057e-3
1.590e+1, 1.056e-3
1.600e+1, 1.055e-3
1.610e+1, 1.054e-3
1.620e+1, 1.053e-3
1.630e+1, 1.053e-3
1.640e+1, 1.053e-3
1.650e+1, 1.053e-3
1.660e+1, 1.052e-3
1.670e+1, 1.052e-3
1.680e+1, 1.050e-3
1.690e+1, 1.049e-3
1.700e+1, 1.050e-3
1.710e+1, 1.051e-3
1.720e+1, 1.049e-3
1.730e+1, 1.048e-3
1.740e+1, 1.049e-3
1.750e+1, 1.051e-3
1.760e+1, 1.047e-3
1.770e+1, 1.049e-3
1.780e+1, 1.050e-3
1.790e+1, 1.050e-3
1.800e+1, 1.048e-3
1.810e+1, 1.050e-3
1.820e+1, 1.048e-3
1.830e+1, 1.047e-3
1.840e+1, 1.046e-3
1.850e+1, 1.046e-3
1.860e+1, 1.047e-3
1.870e+1, 1.047e-3
1.880e+1, 1.046e-3
1.890e+1, 1.046e-3
1.900e+1, 1.048e-3
1.910e+1, 1.046e-3
1.920e+1, 1.049e-3
1.930e+1, 1.047e-3
1.940e+1, 1.047e-3
1.950e+1, 1.045e-3
1.960e+1, 1.045e-3
1.970e+1, 1.043e-3
1.980e+1, 1.043e-3
1.990e+1, 1.045e-3
2.000e+1, 1.046e-3
2.010e+1, 1.045e-3
2.020e+1, 1.042e-3
2.030e+1, 1.040e-3
2.040e+1, 1.040e-3
2.050e+1, 1.047e-3
2.060e+1, 1.049e-3
2.070e+1, 1.044e-3
2.080e+1, 1.045e-3
2.090e+1, 1.042e-3
2.100e+1, 1.040e-3
2.110e+1, 1.039e-3
2.120e+1, 1.038e-3
2.130e+1, 1.037e-3
2.140e+1, 1.039e-3
2.150e+1, 1.042e-3
2.160e+1, 1.058e-3
2.170e+1, 1.057e-3
2.180e+1, 1.046e-3
2.190e+1, 1.043e-3
2.200e+1, 1.042e-3
2.210e+1, 1.043e-3
2.220e+1, 1.043e-3
2.230e+1, 1.042e-3
2.240e+1, 1.042e-3
2.250e+1, 1.040e-3
2.260e+1, 1.051e-3
2.270e+1, 1.043e-3
2.280e+1, 1.041e-3
2.290e+1, 1.046e-3
2.300e+1, 1.042e-3
2.310e+1, 1.038e-3
2.320e+1, 1.039e-3
2.330e+1, 1.042e-3
2.340e+1, 1.041e-3
2.350e+1, 1.042e-3
2.360e+1, 1.046e-3
2.370e+1, 1.045e-3
2.380e+1, 1.042e-3
2.390e+1, 1.042e-3
2.400e+1, 1.041e-3
2.410e+1, 1.037e-3
2.420e+1, 1.036e-3
2.430e+1, 1.035e-3
2.440e+1, 1.033e-3
2.450e+1, 1.031e-3
2.460e+1, 1.031e-3
2.470e+1, 1.029e-3
2.480e+1, 1.025e-3
2.490e+1, 1.028e-3
2.500e+1, 1.025e-3
2.510e+1, 1.028e-3
2.520e+1, 1.040e-3
2.530e+1, 1.052e-3
2.540e+1, 1.043e-3
2.550e+1, 1.041e-3
2.560e+1, 1.038e-3
2.570e+1, 1.038e-3
2.580e+1, 1.037e-3
2.590e+1, 1.037e-3
2.600e+1, 1.036e-3
2.610e+1, 1.034e-3
2.620e+1, 1.036e-3
2.630e+1, 1.035e-3
2.640e+1, 1.032e-3
2.650e+1, 1.029e-3
2.660e+1, 1.027e-3
2.670e+1, 1.036e-3
2.680e+1, 1.038e-3
2.690e+1, 1.034e-3
2.700e+1, 1.033e-3
2.710e+1, 1.031e-3
2.720e+1, 1.030e-3
2.730e+1, 1.042e-3
2.740e+1, 1.055e-3
2.750e+1, 1.045e-3
2.760e+1, 1.039e-3
2.770e+1, 1.037e-3
2.780e+1, 1.038e-3
2.790e+1, 1.039e-3
2.800e+1, 1.039e-3
2.810e+1, 1.036e-3
2.820e+1, 1.044e-3
2.830e+1, 1.040e-3
2.840e+1, 1.034e-3
2.850e+1, 1.031e-3
2.860e+1, 1.030e-3
2.870e+1, 1.034e-3
2.880e+1, 1.035e-3
2.890e+1, 1.032e-3
2.900e+1, 1.035e-3
2.910e+1, 1.034e-3
2.920e+1, 1.031e-3
2.930e+1, 1.029e-3
2.940e+1, 1.025e-3
2.950e+1, 1.024e-3
2.960e+1, 1.021e-3
2.970e+1, 1.019e-3
2.980e+1, 1.018e-3
2.990e+1, 1.018e-3
3.000e+1, 1.018e-3
