Dec. 29, 2024   21:20:19
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp136_r20/2024-12-24-exp781\exp781deposition-2024-12-29t21_16_59-deposition\exp781deposition_it_edep_-150mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1.5
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 12.4

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 2.760e-3
2.000e-1, 2.759e-3
3.000e-1, 2.752e-3
4.000e-1, 2.743e-3
5.000e-1, 2.743e-3
6.000e-1, 2.746e-3
7.000e-1, 2.742e-3
8.000e-1, 2.734e-3
9.000e-1, 2.723e-3
1.000e+0, 2.717e-3
1.100e+0, 2.714e-3
1.200e+0, 2.713e-3
1.300e+0, 2.714e-3
1.400e+0, 2.717e-3
1.500e+0, 2.720e-3
1.600e+0, 2.720e-3
1.700e+0, 2.722e-3
1.800e+0, 2.730e-3
1.900e+0, 2.734e-3
2.000e+0, 2.736e-3
2.100e+0, 2.738e-3
2.200e+0, 2.740e-3
2.300e+0, 2.739e-3
2.400e+0, 2.735e-3
2.500e+0, 2.734e-3
2.600e+0, 2.736e-3
2.700e+0, 2.737e-3
2.800e+0, 2.736e-3
2.900e+0, 2.733e-3
3.000e+0, 2.732e-3
3.100e+0, 2.731e-3
3.200e+0, 2.733e-3
3.300e+0, 2.735e-3
3.400e+0, 2.731e-3
3.500e+0, 2.728e-3
3.600e+0, 2.726e-3
3.700e+0, 2.728e-3
3.800e+0, 2.728e-3
3.900e+0, 2.730e-3
4.000e+0, 2.732e-3
4.100e+0, 2.725e-3
4.200e+0, 2.713e-3
4.300e+0, 2.701e-3
4.400e+0, 2.695e-3
4.500e+0, 2.691e-3
4.600e+0, 2.687e-3
4.700e+0, 2.694e-3
4.800e+0, 2.702e-3
4.900e+0, 2.709e-3
5.000e+0, 2.711e-3
5.100e+0, 2.716e-3
5.200e+0, 2.718e-3
5.300e+0, 2.724e-3
5.400e+0, 2.731e-3
5.500e+0, 2.738e-3
5.600e+0, 2.743e-3
5.700e+0, 2.746e-3
5.800e+0, 2.746e-3
5.900e+0, 2.750e-3
6.000e+0, 2.750e-3
6.100e+0, 2.751e-3
6.200e+0, 2.748e-3
6.300e+0, 2.743e-3
6.400e+0, 2.747e-3
6.500e+0, 2.742e-3
6.600e+0, 2.743e-3
6.700e+0, 2.750e-3
6.800e+0, 2.749e-3
6.900e+0, 2.747e-3
7.000e+0, 2.746e-3
7.100e+0, 2.744e-3
7.200e+0, 2.743e-3
7.300e+0, 2.742e-3
7.400e+0, 2.742e-3
7.500e+0, 2.752e-3
7.600e+0, 2.759e-3
7.700e+0, 2.764e-3
7.800e+0, 2.764e-3
7.900e+0, 2.764e-3
8.000e+0, 2.766e-3
8.100e+0, 2.768e-3
8.200e+0, 2.761e-3
8.300e+0, 2.758e-3
8.400e+0, 2.757e-3
8.500e+0, 2.757e-3
8.600e+0, 2.760e-3
8.700e+0, 2.764e-3
8.800e+0, 2.763e-3
8.900e+0, 2.763e-3
9.000e+0, 2.764e-3
9.100e+0, 2.766e-3
9.200e+0, 2.772e-3
9.300e+0, 2.776e-3
9.400e+0, 2.776e-3
9.500e+0, 2.770e-3
9.600e+0, 2.765e-3
9.700e+0, 2.757e-3
9.800e+0, 2.757e-3
9.900e+0, 2.757e-3
1.000e+1, 2.762e-3
1.010e+1, 2.761e-3
1.020e+1, 2.759e-3
1.030e+1, 2.757e-3
1.040e+1, 2.757e-3
1.050e+1, 2.756e-3
1.060e+1, 2.750e-3
1.070e+1, 2.750e-3
1.080e+1, 2.749e-3
1.090e+1, 2.751e-3
1.100e+1, 2.755e-3
1.110e+1, 2.755e-3
1.120e+1, 2.759e-3
1.130e+1, 2.765e-3
1.140e+1, 2.769e-3
1.150e+1, 2.765e-3
1.160e+1, 2.762e-3
1.170e+1, 2.764e-3
1.180e+1, 2.768e-3
1.190e+1, 2.772e-3
1.200e+1, 2.774e-3
1.210e+1, 2.775e-3
1.220e+1, 2.777e-3
1.230e+1, 2.780e-3
1.240e+1, 2.784e-3
1.250e+1, 2.793e-3
1.260e+1, 2.796e-3
1.270e+1, 2.796e-3
1.280e+1, 2.796e-3
1.290e+1, 2.796e-3
1.300e+1, 2.798e-3
1.310e+1, 2.804e-3
1.320e+1, 2.804e-3
1.330e+1, 2.799e-3
1.340e+1, 2.791e-3
1.350e+1, 2.784e-3
1.360e+1, 2.781e-3
1.370e+1, 2.781e-3
1.380e+1, 2.780e-3
1.390e+1, 2.780e-3
1.400e+1, 2.779e-3
1.410e+1, 2.778e-3
1.420e+1, 2.778e-3
1.430e+1, 2.780e-3
1.440e+1, 2.778e-3
1.450e+1, 2.776e-3
1.460e+1, 2.775e-3
1.470e+1, 2.770e-3
1.480e+1, 2.771e-3
1.490e+1, 2.770e-3
1.500e+1, 2.765e-3
1.510e+1, 2.768e-3
1.520e+1, 2.775e-3
1.530e+1, 2.776e-3
1.540e+1, 2.771e-3
1.550e+1, 2.771e-3
1.560e+1, 2.774e-3
1.570e+1, 2.775e-3
1.580e+1, 2.765e-3
1.590e+1, 2.753e-3
1.600e+1, 2.754e-3
1.610e+1, 2.760e-3
1.620e+1, 2.760e-3
1.630e+1, 2.761e-3
1.640e+1, 2.769e-3
1.650e+1, 2.773e-3
1.660e+1, 2.776e-3
1.670e+1, 2.778e-3
1.680e+1, 2.778e-3
1.690e+1, 2.781e-3
1.700e+1, 2.790e-3
1.710e+1, 2.795e-3
1.720e+1, 2.800e-3
1.730e+1, 2.804e-3
1.740e+1, 2.809e-3
1.750e+1, 2.813e-3
1.760e+1, 2.808e-3
1.770e+1, 2.802e-3
1.780e+1, 2.799e-3
1.790e+1, 2.792e-3
1.800e+1, 2.790e-3
1.810e+1, 2.792e-3
1.820e+1, 2.793e-3
1.830e+1, 2.789e-3
1.840e+1, 2.784e-3
1.850e+1, 2.784e-3
1.860e+1, 2.780e-3
1.870e+1, 2.775e-3
1.880e+1, 2.772e-3
1.890e+1, 2.770e-3
1.900e+1, 2.771e-3
1.910e+1, 2.778e-3
1.920e+1, 2.787e-3
1.930e+1, 2.793e-3
1.940e+1, 2.803e-3
1.950e+1, 2.804e-3
1.960e+1, 2.803e-3
1.970e+1, 2.804e-3
1.980e+1, 2.806e-3
1.990e+1, 2.803e-3
2.000e+1, 2.795e-3
2.010e+1, 2.793e-3
2.020e+1, 2.784e-3
2.030e+1, 2.782e-3
2.040e+1, 2.783e-3
2.050e+1, 2.784e-3
2.060e+1, 2.789e-3
2.070e+1, 2.795e-3
2.080e+1, 2.791e-3
2.090e+1, 2.785e-3
2.100e+1, 2.783e-3
2.110e+1, 2.781e-3
2.120e+1, 2.783e-3
2.130e+1, 2.787e-3
2.140e+1, 2.790e-3
2.150e+1, 2.797e-3
2.160e+1, 2.816e-3
2.170e+1, 2.829e-3
2.180e+1, 2.838e-3
2.190e+1, 2.845e-3
2.200e+1, 2.849e-3
2.210e+1, 2.851e-3
2.220e+1, 2.853e-3
2.230e+1, 2.854e-3
2.240e+1, 2.855e-3
2.250e+1, 2.849e-3
2.260e+1, 2.838e-3
2.270e+1, 2.831e-3
2.280e+1, 2.828e-3
2.290e+1, 2.824e-3
2.300e+1, 2.827e-3
2.310e+1, 2.832e-3
2.320e+1, 2.835e-3
2.330e+1, 2.836e-3
2.340e+1, 2.833e-3
2.350e+1, 2.829e-3
2.360e+1, 2.825e-3
2.370e+1, 2.825e-3
2.380e+1, 2.825e-3
2.390e+1, 2.825e-3
2.400e+1, 2.823e-3
2.410e+1, 2.824e-3
2.420e+1, 2.829e-3
2.430e+1, 2.833e-3
2.440e+1, 2.834e-3
2.450e+1, 2.835e-3
2.460e+1, 2.836e-3
2.470e+1, 2.836e-3
2.480e+1, 2.839e-3
2.490e+1, 2.841e-3
2.500e+1, 2.837e-3
2.510e+1, 2.839e-3
2.520e+1, 2.844e-3
2.530e+1, 2.844e-3
2.540e+1, 2.836e-3
2.550e+1, 2.829e-3
2.560e+1, 2.827e-3
2.570e+1, 2.822e-3
2.580e+1, 2.816e-3
2.590e+1, 2.813e-3
2.600e+1, 2.813e-3
2.610e+1, 2.809e-3
2.620e+1, 2.809e-3
2.630e+1, 2.810e-3
2.640e+1, 2.813e-3
2.650e+1, 2.812e-3
2.660e+1, 2.807e-3
2.670e+1, 2.803e-3
2.680e+1, 2.803e-3
2.690e+1, 2.807e-3
2.700e+1, 2.810e-3
2.710e+1, 2.812e-3
2.720e+1, 2.812e-3
2.730e+1, 2.811e-3
2.740e+1, 2.815e-3
2.750e+1, 2.818e-3
2.760e+1, 2.812e-3
2.770e+1, 2.811e-3
2.780e+1, 2.813e-3
2.790e+1, 2.813e-3
2.800e+1, 2.810e-3
2.810e+1, 2.803e-3
2.820e+1, 2.798e-3
2.830e+1, 2.795e-3
2.840e+1, 2.795e-3
2.850e+1, 2.800e-3
2.860e+1, 2.806e-3
2.870e+1, 2.811e-3
2.880e+1, 2.814e-3
2.890e+1, 2.816e-3
2.900e+1, 2.818e-3
2.910e+1, 2.821e-3
2.920e+1, 2.824e-3
2.930e+1, 2.820e-3
2.940e+1, 2.835e-3
2.950e+1, 2.850e-3
2.960e+1, 2.848e-3
2.970e+1, 2.845e-3
2.980e+1, 2.842e-3
2.990e+1, 2.840e-3
3.000e+1, 2.841e-3
