Apr. 8, 2025   03:24:06
Amperometric i-t Curve
File: c:/users/guazh/data/banditlqround7_x0exp994_r5/2025-03-28-exp1015\exp1015deposition-2025-04-08t03_20_48-deposition\exp1015deposition_it_edep_-100mv.bin
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = -1
Sample Interval (s) = 0.1
Run Time (sec) = 30
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
Comp R (ohm) = 11.2

Results:

Channel 1:

Time/sec, Current/A

1.000e-1, 1.422e-3
2.000e-1, 1.421e-3
3.000e-1, 1.418e-3
4.000e-1, 1.409e-3
5.000e-1, 1.405e-3
6.000e-1, 1.406e-3
7.000e-1, 1.387e-3
8.000e-1, 1.373e-3
9.000e-1, 1.371e-3
1.000e+0, 1.372e-3
1.100e+0, 1.372e-3
1.200e+0, 1.375e-3
1.300e+0, 1.380e-3
1.400e+0, 1.385e-3
1.500e+0, 1.388e-3
1.600e+0, 1.388e-3
1.700e+0, 1.393e-3
1.800e+0, 1.398e-3
1.900e+0, 1.402e-3
2.000e+0, 1.417e-3
2.100e+0, 1.427e-3
2.200e+0, 1.431e-3
2.300e+0, 1.428e-3
2.400e+0, 1.423e-3
2.500e+0, 1.418e-3
2.600e+0, 1.412e-3
2.700e+0, 1.418e-3
2.800e+0, 1.412e-3
2.900e+0, 1.401e-3
3.000e+0, 1.389e-3
3.100e+0, 1.386e-3
3.200e+0, 1.388e-3
3.300e+0, 1.374e-3
3.400e+0, 1.365e-3
3.500e+0, 1.351e-3
3.600e+0, 1.343e-3
3.700e+0, 1.338e-3
3.800e+0, 1.337e-3
3.900e+0, 1.329e-3
4.000e+0, 1.315e-3
4.100e+0, 1.313e-3
4.200e+0, 1.323e-3
4.300e+0, 1.336e-3
4.400e+0, 1.346e-3
4.500e+0, 1.359e-3
4.600e+0, 1.371e-3
4.700e+0, 1.382e-3
4.800e+0, 1.387e-3
4.900e+0, 1.395e-3
5.000e+0, 1.396e-3
5.100e+0, 1.399e-3
5.200e+0, 1.405e-3
5.300e+0, 1.407e-3
5.400e+0, 1.408e-3
5.500e+0, 1.412e-3
5.600e+0, 1.414e-3
5.700e+0, 1.417e-3
5.800e+0, 1.417e-3
5.900e+0, 1.409e-3
6.000e+0, 1.407e-3
6.100e+0, 1.403e-3
6.200e+0, 1.395e-3
6.300e+0, 1.391e-3
6.400e+0, 1.383e-3
6.500e+0, 1.384e-3
6.600e+0, 1.385e-3
6.700e+0, 1.393e-3
6.800e+0, 1.389e-3
6.900e+0, 1.382e-3
7.000e+0, 1.366e-3
7.100e+0, 1.356e-3
7.200e+0, 1.353e-3
7.300e+0, 1.357e-3
7.400e+0, 1.354e-3
7.500e+0, 1.348e-3
7.600e+0, 1.344e-3
7.700e+0, 1.348e-3
7.800e+0, 1.355e-3
7.900e+0, 1.357e-3
8.000e+0, 1.364e-3
8.100e+0, 1.370e-3
8.200e+0, 1.374e-3
8.300e+0, 1.375e-3
8.400e+0, 1.372e-3
8.500e+0, 1.372e-3
8.600e+0, 1.369e-3
8.700e+0, 1.367e-3
8.800e+0, 1.368e-3
8.900e+0, 1.358e-3
9.000e+0, 1.339e-3
9.100e+0, 1.337e-3
9.200e+0, 1.335e-3
9.300e+0, 1.326e-3
9.400e+0, 1.320e-3
9.500e+0, 1.321e-3
9.600e+0, 1.327e-3
9.700e+0, 1.325e-3
9.800e+0, 1.326e-3
9.900e+0, 1.327e-3
1.000e+1, 1.336e-3
1.010e+1, 1.338e-3
1.020e+1, 1.334e-3
1.030e+1, 1.340e-3
1.040e+1, 1.338e-3
1.050e+1, 1.341e-3
1.060e+1, 1.345e-3
1.070e+1, 1.352e-3
1.080e+1, 1.359e-3
1.090e+1, 1.362e-3
1.100e+1, 1.369e-3
1.110e+1, 1.374e-3
1.120e+1, 1.375e-3
1.130e+1, 1.384e-3
1.140e+1, 1.398e-3
1.150e+1, 1.403e-3
1.160e+1, 1.408e-3
1.170e+1, 1.409e-3
1.180e+1, 1.408e-3
1.190e+1, 1.403e-3
1.200e+1, 1.394e-3
1.210e+1, 1.386e-3
1.220e+1, 1.386e-3
1.230e+1, 1.385e-3
1.240e+1, 1.387e-3
1.250e+1, 1.393e-3
1.260e+1, 1.405e-3
1.270e+1, 1.417e-3
1.280e+1, 1.418e-3
1.290e+1, 1.414e-3
1.300e+1, 1.413e-3
1.310e+1, 1.406e-3
1.320e+1, 1.404e-3
1.330e+1, 1.404e-3
1.340e+1, 1.401e-3
1.350e+1, 1.395e-3
1.360e+1, 1.390e-3
1.370e+1, 1.380e-3
1.380e+1, 1.374e-3
1.390e+1, 1.371e-3
1.400e+1, 1.366e-3
1.410e+1, 1.362e-3
1.420e+1, 1.362e-3
1.430e+1, 1.359e-3
1.440e+1, 1.366e-3
1.450e+1, 1.369e-3
1.460e+1, 1.372e-3
1.470e+1, 1.369e-3
1.480e+1, 1.367e-3
1.490e+1, 1.366e-3
1.500e+1, 1.365e-3
1.510e+1, 1.365e-3
1.520e+1, 1.370e-3
1.530e+1, 1.370e-3
1.540e+1, 1.375e-3
1.550e+1, 1.375e-3
1.560e+1, 1.378e-3
1.570e+1, 1.374e-3
1.580e+1, 1.367e-3
1.590e+1, 1.362e-3
1.600e+1, 1.350e-3
1.610e+1, 1.346e-3
1.620e+1, 1.334e-3
1.630e+1, 1.336e-3
1.640e+1, 1.342e-3
1.650e+1, 1.347e-3
1.660e+1, 1.353e-3
1.670e+1, 1.359e-3
1.680e+1, 1.369e-3
1.690e+1, 1.389e-3
1.700e+1, 1.403e-3
1.710e+1, 1.400e-3
1.720e+1, 1.393e-3
1.730e+1, 1.389e-3
1.740e+1, 1.381e-3
1.750e+1, 1.380e-3
1.760e+1, 1.368e-3
1.770e+1, 1.363e-3
1.780e+1, 1.360e-3
1.790e+1, 1.361e-3
1.800e+1, 1.367e-3
1.810e+1, 1.369e-3
1.820e+1, 1.365e-3
1.830e+1, 1.368e-3
1.840e+1, 1.368e-3
1.850e+1, 1.371e-3
1.860e+1, 1.371e-3
1.870e+1, 1.365e-3
1.880e+1, 1.370e-3
1.890e+1, 1.367e-3
1.900e+1, 1.361e-3
1.910e+1, 1.350e-3
1.920e+1, 1.347e-3
1.930e+1, 1.352e-3
1.940e+1, 1.354e-3
1.950e+1, 1.358e-3
1.960e+1, 1.349e-3
1.970e+1, 1.345e-3
1.980e+1, 1.341e-3
1.990e+1, 1.337e-3
2.000e+1, 1.333e-3
2.010e+1, 1.328e-3
2.020e+1, 1.330e-3
2.030e+1, 1.336e-3
2.040e+1, 1.346e-3
2.050e+1, 1.352e-3
2.060e+1, 1.356e-3
2.070e+1, 1.356e-3
2.080e+1, 1.362e-3
2.090e+1, 1.368e-3
2.100e+1, 1.371e-3
2.110e+1, 1.373e-3
2.120e+1, 1.378e-3
2.130e+1, 1.383e-3
2.140e+1, 1.385e-3
2.150e+1, 1.388e-3
